ParkName,County,ParkIdentifier,ParkAddress,FireAuthority,Jurisdiction,MH_Spaces,RV_Lots_W_Drains,RV_Lots_WO_Drains,OperatedBy,FullAddress,Address,City,State,Zip
OCEAN VIEWS RV PARK,DEL NORTE,08-0030-MP,"14015 HWY 101 NORTH, SMITH RIVER, CA 95567, (541) 661-2207","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",3,16,0,"OCEAN VISTA RV PARK LLC, PO BOX 4252, BROOKINGS, OR 97415","14015 HWY 101 NORTH, SMITH RIVER, CA 95567",14015 HWY 101 NORTH,SMITH RIVER,CA,95567
XAA-WAN'-K'WVT VILLAGE AND RESORT - NORTH,DEL NORTE,08-0031-MP,"200 SALMON HARBOR ROAD, SMITH RIVER, CA 95567, (707) 487-3341","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",35,74,15,"TOLOWA DEE-NI' NATION, 140 ROWDY CREEK ROAD, SMITH RIVER, CA 95567","200 SALMON HARBOR ROAD, SMITH RIVER, CA 95567",200 SALMON HARBOR ROAD,SMITH RIVER,CA,95567
CHINOOK RV RESORT,DEL NORTE,08-0032-MP,"17465 HWY 101 NORTH, KLAMATH, CA 95548, (805) 550-0774","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",0,69,0,"ELMER L BROWN AND REBECCA BROWN, 15278 MONREAL ROAD, MADERA, CA 93636","17465 HWY 101 NORTH, KLAMATH, CA 95548",17465 HWY 101 NORTH,KLAMATH,CA,95548
NOMAD TP,DEL NORTE,08-0034-MP,"9700 HWY 101 NORTH, SMITH RIVER, CA 95567, (541) 469-7134","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",17,11,0,"BLAIR, GAIL, 98640 N BANK RD, BROOKINGS, OR 97415","9700 HWY 101 NORTH, SMITH RIVER, CA 95567",9700 HWY 101 NORTH,SMITH RIVER,CA,95567
SEA VIEW,DEL NORTE,08-0042-MP,"100 ELK VALLEY ROAD, CRESCENT CITY, CA 95531, (707) 268-0442","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","CRESCENT CITY DEPT. OF PUBLIC WORKS, MOBILEHOME PARKS PROGRAM, 377 ""J"" STREET, CRESCENT CITY, CA 95531",0,24,0,"MARTIN, PETER, 1369 G ST, ARCATA, CA 95521","100 ELK VALLEY ROAD, CRESCENT CITY, CA 95531",100 ELK VALLEY ROAD,CRESCENT CITY,CA,95531
STEELHEAD LODGE,DEL NORTE,08-0043-MP,"330 TERWER RIFFLE RD, KLAMATH, CA 95548, (707) 482-8145","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",0,29,0,"NATIVE ACCESS INC, PO BOX 339, KLAMATH, CA 95548","330 TERWER RIFFLE RD, KLAMATH, CA 95548",330 TERWER RIFFLE RD,KLAMATH,CA,95548
CRESCENT CITY MOBILE HOME PARK,DEL NORTE,08-0049-MP,"1811 NORTHCREST DR, CRESCENT CITY, CA 95531, (707) 465-1474","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",43,0,0,"CRESCENT CITY MOBILE HOME PARK LLC, 3308 EL CAMINO AVE SUITE 300-608, SACRAMENTO, CA 95821","1811 NORTHCREST DR, CRESCENT CITY, CA 95531",1811 NORTHCREST DR,CRESCENT CITY,CA,95531
WEST PARK PROPERTIES,DEL NORTE,08-0050-MP,"2051 NORTHCREST DR #35, CRESCENT CITY, CA 95531, (707) 464-4932","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",39,0,0,"WEST, RITA, 2051 NORTHCREST DR SPACE # 35, CRESCENT CITY, CA 95531","2051 NORTHCREST DR #35, CRESCENT CITY, CA 95531",2051 NORTHCREST DR #35,CRESCENT CITY,CA,95531
BLACKBERRY PATCH RV PARK,DEL NORTE,08-0052-MP,"401 TERWER RIFFLE RD, KLAMATH, CA 95548, (707) 482-4782","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",0,31,0,"SNOW, ROSALIE, 20134 BUCKBOARD RD, GRASS VALLEY, CA 95949","401 TERWER RIFFLE RD, KLAMATH, CA 95548",401 TERWER RIFFLE RD,KLAMATH,CA,95548
STAR MHP,DEL NORTE,08-0054-MP,"120 DEBACKER RD, KLAMATH, CA 95548, (707) 482-6735","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",19,0,0,"WEAVER, ARTHUR, 120 DEBACKER RD, KLAMATH, CA 95548","120 DEBACKER RD, KLAMATH, CA 95548",120 DEBACKER RD,KLAMATH,CA,95548
ANGLERS' COVE CAMPGROUND,DEL NORTE,08-0055-MP,"300 REQUA RD, KLAMATH, CA 95548, (707) 482-3701","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",0,43,9,"WILKERSON, CHARLES, PO BOX 84, BANGOR, CA 95914","300 REQUA RD, KLAMATH, CA 95548",300 REQUA RD,KLAMATH,CA,95548
LUCYS PLACE LLC,DEL NORTE,08-0057-MP,"16030 HWY 101 N KLAMATH, KLAMATH, CA 95548, (707) 482-0207","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",10,12,0,"SERGE PROPERTIES LLC, 638 CAMINO DE LOS MERES SUITE H130-601, SAN CLEMENTE, CA 92673","16030 HWY 101 N KLAMATH, KLAMATH, CA 95548",16030 HWY 101 N KLAMATH,KLAMATH,CA,95548
CRESCENT CITY REDWOODS KOA,DEL NORTE,08-0059-MP,"4241 HWY 101 NORTH, CRESCENT CITY, CA 95531, (707) 464-5744","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",0,42,52,"FALLON, KEVIN & JOAN, 4241 HWY 101 NORTH, CRESCENT CITY, CA 95531","4241 HWY 101 NORTH, CRESCENT CITY, CA 95531",4241 HWY 101 NORTH,CRESCENT CITY,CA,95531
AUTUMN RANCH PARK,DEL NORTE,08-0067-MP,"121 SANDERS RD, KLAMATH, CA 95548, (707) 431-0300","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",4,0,0,"REGINA, ALFRED, PO BOX 637, KLAMATH, CA 95548","121 SANDERS RD, KLAMATH, CA 95548",121 SANDERS RD,KLAMATH,CA,95548
TOWN\COUNTRY,DEL NORTE,08-0072-MP,"2331 OLD MILL RD, CRESCENT CITY, CA 95531, (707) 826-0943","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",6,0,0,"DUNN, JIMMY, 2331 OLD MILL RD #1, CRESCENT CITY, CA 95531","2331 OLD MILL RD, CRESCENT CITY, CA 95531",2331 OLD MILL RD,CRESCENT CITY,CA,95531
BARROWS MHP,DEL NORTE,08-0075-MP,"2332 PARKWAY DR, CRESCENT CITY, CA 95531, (707) 464-7388","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",2,0,0,"BARROW, JUDGE, 6367 WOODMAN DR, OROVILLE, CA 95966","2332 PARKWAY DR, CRESCENT CITY, CA 95531",2332 PARKWAY DR,CRESCENT CITY,CA,95531
RIVERWOODS MOBILE HOME PARK,DEL NORTE,08-0078-MP,"55 MIDDLE FORK GASQUET RD, GASQUET, CA 95543, (707) 954-9571","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",29,0,0,"MORRIS, CINDY, 205 WOODLAND ROAD, KENTFIELD, CA 94914","55 MIDDLE FORK GASQUET RD, GASQUET, CA 95543",55 MIDDLE FORK GASQUET RD,GASQUET,CA,95543
RAMBLIN REDWOODS CAMPGROUND & RV PARK,DEL NORTE,08-0079-MP,"6701 HWY 101 NORTH, CRESCENT CITY, CA 95531, (707) 487-7404","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",21,102,0,"VIVCO COMPANY, 110 E BUTLER LN, ASHLAND, OR 97520","6701 HWY 101 NORTH, CRESCENT CITY, CA 95531",6701 HWY 101 NORTH,CRESCENT CITY,CA,95531
VILLAGE CAMPER INN,DEL NORTE,08-0084-MP,"1543 PARKWAY DR, CRESCENT CITY, CA 95531, (707) 464-3544","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",10,135,0,"HINTZ, RONALD & MARTHA, 1543 PARKWAY DR, CRESCENT CITY, CA 95531","1543 PARKWAY DR, CRESCENT CITY, CA 95531",1543 PARKWAY DR,CRESCENT CITY,CA,95531
KLAMATH RIVER RV PARK,DEL NORTE,08-0091-MP,"700 W. KLAMATHE BEACH ROAD, KLAMATH, CA 95548, (707) 482-2091","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",0,75,20,"LEMPERT, LEONID AND BASYA, 23932 SUTTON DRIVE, LAKE FOREST, CA 92630","700 W. KLAMATHE BEACH ROAD, KLAMATH, CA 95548",700 W. KLAMATHE BEACH ROAD,KLAMATH,CA,95548
KAMP KLAMATH,DEL NORTE,08-0092-MP,"1661 W KLAMATH BEACH RD, KLAMATH, CA 95548, (707) 482-0227","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",0,34,35,"KAMP KLAMATH LLC, 10604 INDUSTRIAL AVE 150, ROSEVILLE, CA 95678","1661 W KLAMATH BEACH RD, KLAMATH, CA 95548",1661 W KLAMATH BEACH RD,KLAMATH,CA,95548
PELICAN BEACH MHP,DEL NORTE,08-0093-MP,"17265 HWY 101 NORTH, SMITH RIVER, CA 95567, (541) 776-1137","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",5,0,0,"WEAVER, BONNIE, 5280 PIONEER RD, MEDFORD, OR 97501","17265 HWY 101 NORTH, SMITH RIVER, CA 95567",17265 HWY 101 NORTH,SMITH RIVER,CA,95567
SHORELINE RV PARK,DEL NORTE,08-0095-MP,"900 SUNSET CIR, CRESCENT CITY, CA 95531, (707) 464-2473","LOCAL FIRE AUTHORITY, XXXX, RIVERSIDE, CA 92501","CRESCENT CITY DEPT. OF PUBLIC WORKS, MOBILEHOME PARKS PROGRAM, 377 ""J"" STREET, CRESCENT CITY, CA 95531",0,94,0,"CITY OF CRESCENT CITY, 377 J STREET, CRESCENT CITY, CA 95531","900 SUNSET CIR, CRESCENT CITY, CA 95531",900 SUNSET CIR,CRESCENT CITY,CA,95531
LA JOYA RV PARK,DEL NORTE,08-0096-MP,"10700 HWY 101 NORTH, SMITH RIVER, CA 95567, (707) 951-5201","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",0,22,0,"BRAMBILA, LISADAVID, 10700 HWY 101 NORTH, SMITH RIVER, CA 95567","10700 HWY 101 NORTH, SMITH RIVER, CA 95567",10700 HWY 101 NORTH,SMITH RIVER,CA,95567
KLAMATH CAMPER CORRAL,DEL NORTE,08-0097-MP,"18151 HWY 101, KLAMATH, CA 95548, (707) 482-5741","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",0,76,44,"BADASCI, GEORGE, 15520 EVERGREEN ROAD, COTTONWOOD, CA 96022","18151 HWY 101, KLAMATH, CA 95548",18151 HWY 101,KLAMATH,CA,95548
NORTH STAR,DEL NORTE,08-0098-MP,"7001 HWY 101 NORTH, CRESCENT CITY, CA 95531, (707) 487-7075","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",0,14,0,"PANTELL, GEORGE, 7001 HWY 101 N, CRESCENT CITY, CA 95531","7001 HWY 101 NORTH, CRESCENT CITY, CA 95531",7001 HWY 101 NORTH,CRESCENT CITY,CA,95531
FORKS VIEW MHP,DEL NORTE,08-0099-MP,"1900 GASQUET FLAT RD, GASQUET, CA 95543, (707) 457-3032","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",5,0,0,"HINTZ, RON & MARTHA, PO BOX 295, GASQUET, CA 95543","1900 GASQUET FLAT RD, GASQUET, CA 95543",1900 GASQUET FLAT RD,GASQUET,CA,95543
AUTUMN RANCH RV PARK,DEL NORTE,08-0100-MP,"180 SANDERS RD, KLAMATH, CA 95548, (707) 431-0300","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",0,6,0,"REGINA, ALFRED & BARBARA, PO BOX 637, KLAMATH, CA 95548","180 SANDERS RD, KLAMATH, CA 95548",180 SANDERS RD,KLAMATH,CA,95548
PARADISE CT,DEL NORTE,08-0101-MP,"1100 HWY 101 NORTH, CRESCENT CITY, CA 95531, (707) 464-3780","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",2,0,0,"PALMER, GARY, 200 LATIN LANE, CRESCENT CITY, CA 95531","1100 HWY 101 NORTH, CRESCENT CITY, CA 95531",1100 HWY 101 NORTH,CRESCENT CITY,CA,95531
CRIVELLI'S TRAILER PARK,DEL NORTE,08-0102-MP,"4100 HWY 169, KLAMATH, CA 95548, (707) 482-3713","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",2,24,0,"BRUG, LUCAS, 4100 HWY 169, KLAMATH, CA 95548","4100 HWY 169, KLAMATH, CA 95548",4100 HWY 169,KLAMATH,CA,95548
MADRONE MOBILEHOME PARK,DEL NORTE,08-0104-MP,"2510 HWY 199, CRESCENT CITY, CA 95531, (707) 954-6915","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",55,14,0,"PADRAIGIN LIMITED PARTNERSHIP, C/O JOHANNA HILL 7918 EL CAJON BLVD STE N-304, LA MESA, CA 91942","2510 HWY 199, CRESCENT CITY, CA 95531",2510 HWY 199,CRESCENT CITY,CA,95531
LA JOYA MOBILE HOME PARK,DEL NORTE,08-0107-MP,"10800 HWY 101, SMITH RIVER, CA 95567, (541) 661-9081","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",12,0,0,"DAVID BRAMBILA ALVAREZ & LUISA M BRAMBILA GONZALEZ, 10700 HWY 101 N, SMITH RIVER, CA 95567","10800 HWY 101, SMITH RIVER, CA 95567",10800 HWY 101,SMITH RIVER,CA,95567
RUIZ MHP,DEL NORTE,08-0110-MP,"6563 S BANK RD, CRESCENT CITY, CA 95531, (503) 469-9101","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",2,0,0,"TRAVIS, THOMAS & MITZI, 6425 SOUTHBANK RD, CRESCENT CITY, CA 95531","6563 S BANK RD, CRESCENT CITY, CA 95531",6563 S BANK RD,CRESCENT CITY,CA,95531
MADISON PARK,DEL NORTE,08-0111-MP,"350 E MADISON AVE, CRESCENT CITY, CA 95531, (707) 954-5023","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",5,0,0,"SIRCHUK, JAN, C/O DAN PEASLEY PEASLEY PROPERTY MANAGEMENT 938 K ST, CRESCENT CITY, CA 95531","350 E MADISON AVE, CRESCENT CITY, CA 95531",350 E MADISON AVE,CRESCENT CITY,CA,95531
KINGS VALLEY MHP,DEL NORTE,08-0114-MP,"3420 KINGS VALLEY RD, CRESCENT CITY, CA 95531, (408) 813-4177","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",50,0,0,"MARTIN, BRADFORD, 3005 SLOAT ROAD, PEBBLE BEACH, CA 93953","3420 KINGS VALLEY RD, CRESCENT CITY, CA 95531",3420 KINGS VALLEY RD,CRESCENT CITY,CA,95531
GOLDEN BEAR,DEL NORTE,08-0116-MP,"17581 HWY 101 S., KLAMATH, CA 95548, (707) 482-3333","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",0,39,11,"CAMINO PROPERTIES LLC, 500 BAY TREE DR, PARADISE, CA 95969","17581 HWY 101 S., KLAMATH, CA 95548",17581 HWY 101 S.,KLAMATH,CA,95548
MOVIE LANE MHP,DEL NORTE,08-0117-MP,"3411 MOVIE LN, CRESCENT CITY, CA 95531, (707) 464-4027","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",8,0,0,"BROWN, DEBRA & RAY, 3411 MOVIE LANE, CRESCENT CITY, CA 95531","3411 MOVIE LN, CRESCENT CITY, CA 95531",3411 MOVIE LN,CRESCENT CITY,CA,95531
LAS PALMAS MHP,DEL NORTE,08-0125-MP,"1775 NORTHCREST DR, CRESCENT CITY, CA 95531, (707) 465-4813","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",84,0,0,"ABRAHAMSEN, AL, 2839 F ST, EUREKA, CA 95501","1775 NORTHCREST DR, CRESCENT CITY, CA 95531",1775 NORTHCREST DR,CRESCENT CITY,CA,95531
REDWOOD HARBOR VILLAGE,DEL NORTE,08-0133-MP,"159 STARFISH, CRESCENT CITY, CA 95531, (707) 464-6174","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",0,117,0,"CRESCENT CITY HARBOR DISTRICT, 101 CITIZEN DOCK RD, CRESCENT CITY, CA 95531","159 STARFISH, CRESCENT CITY, CA 95531",159 STARFISH,CRESCENT CITY,CA,95531
MYSTIC FOREST,DEL NORTE,08-0135-MP,"15875 HWY 101, KLAMATH, CA 95548, (707) 482-4901","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",0,30,0,"ATLAS, TOM & CAROLYN, PO BOX 1045, KLAMATH, CA 95548","15875 HWY 101, KLAMATH, CA 95548",15875 HWY 101,KLAMATH,CA,95548
PARK CITY,DEL NORTE,08-0138-MP,"725 ELK VALLEY RD, CRESCENT CITY, CA 95531, (707) 464-2252","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",5,0,0,"L.CHILDS S/M/M CORP, 725 ELK VALLEY, CRESCENT CITY, CA 95531","725 ELK VALLEY RD, CRESCENT CITY, CA 95531",725 ELK VALLEY RD,CRESCENT CITY,CA,95531
SPRUCE HAVEN MHP,DEL NORTE,08-0139-MP,"200 WALDO ST, CRESCENT CITY, CA 95531, (707) 464-8231","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",85,0,0,"DJ MOBILE LLC, PO BOX 580, ORANGEVALE, CA 95662","200 WALDO ST, CRESCENT CITY, CA 95531",200 WALDO ST,CRESCENT CITY,CA,95531
REDWOOD MEADOWS RV RESORT,DEL NORTE,08-0140-MP,"2000 HWY 199, CRESCENT CITY, CA 95531, (707) 465-2600","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",0,120,0,"SCHNEIDER, TRAVIS, PO BOX 133, EUREKA, CA 95502","2000 HWY 199, CRESCENT CITY, CA 95531",2000 HWY 199,CRESCENT CITY,CA,95531
CRESCENT SENIOR ESTATES,DEL NORTE,08-0141-MP,"650 E WASHINGTON BLVD, CRESCENT CITY, CA 95531, (971) 241-3788","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",33,0,0,"FEASEL CUTTING CREW INC, 1271 NE HWY 99 #511, MCMINNVILLE, OR 97128","650 E WASHINGTON BLVD, CRESCENT CITY, CA 95531",650 E WASHINGTON BLVD,CRESCENT CITY,CA,95531
SHELTER ISLAND MHP,DEL NORTE,08-0142-MP,"1661  NORTHCREST DR, CRESCENT CITY, CA 95531, (707) 442-6449","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",96,0,0,"APA ENTERPRISES, 2839 F, EUREKA, CA 95501","1661  NORTHCREST DR, CRESCENT CITY, CA 95531",1661  NORTHCREST DR,CRESCENT CITY,CA,95531
1253 NORTHCREST RV PARK,DEL NORTE,08-0144-MP,"1253 NORTHCREST DR, CRESCENT CITY, CA 95531, (707) 218-6304","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",0,15,0,"PARK, STEVEN, 360 GRAND AVE, CRESCENT CITY, CA 95531","1253 NORTHCREST DR, CRESCENT CITY, CA 95531",1253 NORTHCREST DR,CRESCENT CITY,CA,95531
SUNSET HARBOR RV PARK,DEL NORTE,08-0146-MP,"205 KING ST, CRESCENT CITY, CA 95531, (707) 465-1246","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",1,69,0,"MARTIN, PETER, 1369 G STREET, ARCATA, CA 95521","205 KING ST, CRESCENT CITY, CA 95531",205 KING ST,CRESCENT CITY,CA,95531
BAYSIDE RV PARK,DEL NORTE,08-0147-MP,"750 HWY 101 SOUTH, CRESCENT CITY, CA 95531, (707) 464-3428","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",0,125,0,"DWELLEY & FRAZIER, 750 HWY 101 SOUTH, CRESCENT CITY, CA 95531","750 HWY 101 SOUTH, CRESCENT CITY, CA 95531",750 HWY 101 SOUTH,CRESCENT CITY,CA,95531
